Key,Path,AssetBundle,LevelKey,EnemyId,SummonedEnemy,Intensive,CellarSprite,Hp,Speed,SpeedRate,Critical,IsBoss,ExtraAssetBundle,BossBgm,BossRoom,BossWeapon,SubspeciesBoss,DoubleBosses,DropOffsetX,DropOffsetY,Drops,DropGroups
boss13,Level/1/B/Boss/boss13/boss13.prefab,boss/boss13,1B,boss13,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_81"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",400,5,0,0,True,,RGSound/bgm/bgm_1High.mp3,Level/1/B/Boss/boss13/r1_boss6.prefab,weapon_175,,"{""boss07"":10,""boss08"":10,""boss14"":10,""boss09"":10,""boss10"":10,""boss10_2"":3,""boss13"":10,""boss22"":10,""boss19"":10,""boss23"":10}",0,1,"[{""item"":{""item"":""material_wood""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""plant_carrot_seed""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_ice""},""probability"":30.0000019,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_boss1""},""probability"":7.50000048,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_ancient_weapon_fragment""},""probability"":150.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skill_Warlock_1""},""probability"":15.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[{""type"":0,""bluePrint"":{""item"":""blueprint_skill_Warlock_1""},""material"":{""item"":""""},""requiredNum"":0,""inverse"":true},{""type"":2,""bluePrint"":{""item"":""""},""material"":{""item"":""material_skill_Warlock_1""},""requiredNum"":8,""inverse"":false}]}]","[]"
e_crystal,Level/1/B/Enemy/e_crystal/e_crystal.prefab,level/1/b,1B,e_crystal,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_63"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",12,3,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_miner01,Level/1/B/Enemy/e_miner01/e_miner01.prefab,level/1/b,1B,e_miner01,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_58"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",8,5,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_miner02,Level/1/B/Enemy/e_miner02/e_miner02.prefab,level/1/b,1B,e_miner02,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_59"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",8,5,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_miner03,Level/1/B/Enemy/e_miner03/e_miner03.prefab,level/1/b,1B,e_miner03,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_52"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",12,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_miner04,Level/1/B/Enemy/e_miner04/e_miner04.prefab,level/1/b,1B,e_miner04,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_61"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",15,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_miner05,Level/1/B/Enemy/e_miner05/e_miner05.prefab,level/1/b,1B,e_miner05,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_60"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",15,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_miner06,Level/1/B/Enemy/e_miner06/e_miner06.prefab,level/1/b,1B,e_miner06,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_53"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",20,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_snow_monster,Level/1/B/Enemy/e_snow_monster/e_snow_monster.prefab,level/1/b,1B,e_snow_monster,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_52"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",18,8,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_snowman_temp,Level/1/B/Boss/boss13/e_snowman_temp.prefab,boss/boss13,1B,e_snowman_temp,True,False,"{}",9,6,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_spider03,Level/1/B/Enemy/e_spider03/e_spider03.prefab,level/1/b,1B,e_spider03,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_65"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",8,5,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_spider04,Level/1/B/Enemy/e_spider04/e_spider04.prefab,level/1/b,1B,e_spider04,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_64"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",8,5,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_thunder_miner,Level/1/B/Enemy/e_thunder_miner/e_thunder_miner.prefab,level/1/b,1B,e_thunder_miner,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_53"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",15,6,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_yeti01,Level/1/B/Enemy/e_yeti01/e_yeti01.prefab,level/1/b,1B,e_yeti01,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_62"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",9,8,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_yeti02,Level/1/B/Enemy/e_yeti02/e_yeti02.prefab,level/1/b,1B,e_yeti02,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_51"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",28,8,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_crystal,Level/1/B/Enemy/e_crystal/ex_crystal.prefab,level/1/b,1B,e_crystal,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_63"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",45,3,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_battery""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_miner01,Level/1/B/Enemy/e_miner01/ex_miner01.prefab,level/1/b,1B,e_miner01,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_58"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",32,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_iron""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_miner02,Level/1/B/Enemy/e_miner02/ex_miner02.prefab,level/1/b,1B,e_miner02,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_59"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",24,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_iron""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_miner03,Level/1/B/Enemy/e_miner03/ex_miner03.prefab,level/1/b,1B,e_miner03,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_52"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",30,4,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_iron""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_miner04,Level/1/B/Enemy/e_miner04/ex_miner04.prefab,level/1/b,1B,e_miner04,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_61"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",35,4,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_gear""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_miner05,Level/1/B/Enemy/e_miner05/ex_miner05.prefab,level/1/b,1B,e_miner05,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_60"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",40,4,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_gear""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_miner06,Level/1/B/Enemy/e_miner06/ex_miner06.prefab,level/1/b,1B,e_miner06,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_53"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",50,4,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_battery""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_snow_monster,Level/1/B/Enemy/e_snow_monster/ex_snow_monster.prefab,level/1/b,1B,e_snow_monster,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_52"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",60,8,0,0,False,,,,,,"{}",0,1,"[{""item"":{""item"":""material_cell""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_spider03,Level/1/B/Enemy/e_spider03/ex_spider03.prefab,level/1/b,1B,e_spider03,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_65"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",40,7,0,0,False,,,,,,"{}",0,1,"[{""item"":{""item"":""material_cell""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_spider04,Level/1/B/Enemy/e_spider04/ex_spider04.prefab,level/1/b,1B,e_spider04,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_64"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",40,7,0,0,False,,,,,,"{}",0,1,"[{""item"":{""item"":""material_cell""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_thunder_miner,Level/1/B/Enemy/e_thunder_miner/ex_thunder_miner.prefab,level/1/b,1B,e_thunder_miner,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_53"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",48,6,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_yeti01,Level/1/B/Enemy/e_yeti01/ex_yeti01.prefab,level/1/b,1B,e_yeti01,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_62"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",30,10,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_cell""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_yeti02,Level/1/B/Enemy/e_yeti02/ex_yeti02.prefab,level/1/b,1B,e_yeti02,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_51"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",80,8,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_cell""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
boss22,Level/1/C/Boss/boss22/boss22.prefab,boss/boss22,1C,boss22,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_105"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",460,6,0,0,True,,RGSound/bgm/bgm_1High.mp3,Level/1/C/Boss/boss22/r1_boss8.prefab,weapon_291,,"{}",0,-3,"[{""item"":{""item"":""material_iron""},""probability"":10.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":100.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""plant_gear_flower_seed""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skin_fragment_c12_s6""},""probability"":40.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_ruins""},""probability"":20.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_boss1""},""probability"":7.50000048,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_ancient_weapon_fragment""},""probability"":150.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
boss23,Level/1/C/Boss/boss23/boss23.prefab,boss/boss23,1C,boss23,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_116"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",530,7,0,0,True,,RGSound/bgm/bgm_1High.mp3,Level/1/C/Boss/boss23/r1_boss9.prefab,weapon_301,,"{""boss07"":10,""boss08"":10,""boss14"":10,""boss09"":10,""boss10"":10,""boss10_2"":3,""boss13"":10,""boss22"":10,""boss19"":10,""boss23"":10}",0,1,"[{""item"":{""item"":""material_cell""},""probability"":100.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_iron""},""probability"":100.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_orange""},""probability"":10.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_ruins""},""probability"":20.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_boss1""},""probability"":7.50000048,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skin_fragment_boss23""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_ancient_weapon_fragment""},""probability"":150.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
boss_dead_cell_giant,Level/1/C/Boss/boss_dead_cell_giant/boss_dead_cell_giant.prefab,boss/boss_dead_cell_giant,1C,boss_dead_cell_giant,False,False,"{}",512,0,0,0,True,,RGSound/bgm/bgm_boss_giant_loop.mp3,Level/1/C/Boss/boss_dead_cell_giant/r1_boss11_deadcellgiant.prefab,,,"{""boss08"":10,""boss14"":10,""boss09"":10,""boss10"":10,""boss10_2"":3,""boss13"":10,""boss19"":10,""boss23"":10}",0,-3,"[{""item"":{""item"":""material_iron""},""probability"":10.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":100.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""plant_gear_flower_seed""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_ruins""},""probability"":20.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_ancient_weapon_fragment""},""probability"":150.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_malphite01,Level/1/C/Enemy/e_malphite01/e_malphite01.prefab,level/1/c,1C,e_malphite01,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_108"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",8,8,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_malphite01_temp,Level/1/C/Boss/boss22/e_malphite01_temp/e_malphite01_temp.prefab,boss/boss22,1C,e_malphite01,True,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_108"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",7,8,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_malphite02,Level/1/C/Enemy/e_malphite02/e_malphite02.prefab,level/1/c,1C,e_malphite02,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_107"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",13,5,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_malphite02_temp,Level/1/C/Boss/boss22/e_malphite02_temp/e_malphite02_temp.prefab,boss/boss22,1C,e_malphite02,True,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_107"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",10,5,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_malphite03,Level/1/C/Enemy/e_malphite03/e_malphite03.prefab,level/1/c,1C,e_malphite03,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_106"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",30,8,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_monkey01,Level/1/C/Enemy/e_monkey01/e_monkey01.prefab,level/1/c,1C,e_monkey01,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_109"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",14,8,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_monkey02,Level/1/C/Enemy/e_monkey02/e_monkey02.prefab,level/1/c,1C,e_monkey02,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_115"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",9,8,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_monkey03,Level/1/C/Enemy/e_monkey03/e_monkey03.prefab,level/1/c,1C,e_monkey03,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_114"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",14,6,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_monkey04,Level/1/C/Enemy/e_monkey04/e_monkey04.prefab,level/1/c,1C,e_monkey04,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_113"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",14,6,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_monkey05,Level/1/C/Enemy/e_monkey05/e_monkey05.prefab,level/1/c,1C,e_monkey05,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_110"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",15,8,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_rockcrab,Level/1/C/Enemy/e_rockcrab/e_rockcrab.prefab,level/1/c,1C,e_rockcrab,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_112"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",22,3,0,0,False,,,,,,"{}",0,0.5,"[]","[]"
e_ruinsworm,Level/1/C/Enemy/e_ruinsworm/e_ruinsworm.prefab,level/1/c,1C,e_ruinsworm,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_111"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",10,3,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_statueCrab,Level/1/C/Enemy/e_statueCrab/e_statueCrab.prefab,level/1/c,1C,e_statueCrab,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""e_statueCrab"",""tex"":""Assets/RGTexture/enemy/cellar/e_statueCrab.png""}",16,3,0,0,False,,,,,,"{}",0,0.5,"[]","[]"
e_statueCrab_host,Level/1/C/Enemy/e_statueCrab_host/e_statueCrab_host.prefab,level/1/c,1C,,False,False,"{}",8,8,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_malphite01,Level/1/C/Enemy/e_malphite01/ex_malphite01.prefab,level/1/c,1C,e_malphite01,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_108"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",25,8,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_gear""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_malphite02,Level/1/C/Enemy/e_malphite02/ex_malphite02.prefab,level/1/c,1C,e_malphite02,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_107"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",45,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_battery""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_malphite03,Level/1/C/Enemy/e_malphite03/ex_malphite03.prefab,level/1/c,1C,e_malphite03,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_106"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",130,8,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_iron""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_monkey01,Level/1/C/Enemy/e_monkey01/ex_monkey01.prefab,level/1/c,1C,e_monkey01,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_109"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",45,8,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_fertilize""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_monkey02,Level/1/C/Enemy/e_monkey02/ex_monkey02.prefab,level/1/c,1C,e_monkey02,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_115"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",30,8,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_fertilize""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_monkey03,Level/1/C/Enemy/e_monkey03/ex_monkey03.prefab,level/1/c,1C,e_monkey03,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_114"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",46,6,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_wood""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_monkey04,Level/1/C/Enemy/e_monkey04/ex_monkey04.prefab,level/1/c,1C,e_monkey04,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_113"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",46,6,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_wood""},""probability"":4.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
