Key,Type,SubType,DataStr
blueprint_multi_room_skin_3,BluePrint,Blueprint,"{""BlueprintType"":1,""ItemName"":""multi_room_skin_3"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_multi_room_skin_3"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{},""IconPosition"":{""x"":-0.454,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_multi_room_skin_4,BluePrint,Blueprint,"{""BlueprintType"":1,""ItemName"":""multi_room_skin_4"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_multi_room_skin_4"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{},""IconPosition"":{""x"":-0.454,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_multi_room_skin_5,BluePrint,Blueprint,"{""BlueprintType"":1,""ItemName"":""multi_room_skin_5"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_multi_room_skin_5"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{},""IconPosition"":{""x"":-0.454,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_multi_room_skin_6,BluePrint,Blueprint,"{""BlueprintType"":1,""ItemName"":""multi_room_skin_6"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_multi_room_skin_6"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{},""IconPosition"":{""x"":-0.454,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_multi_room_skin_7,BluePrint,Blueprint,"{""BlueprintType"":1,""ItemName"":""multi_room_skin_7"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_multi_room_skin_7"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{},""IconPosition"":{""x"":-0.454,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_multi_room_skin_8,BluePrint,Blueprint,"{""BlueprintType"":1,""ItemName"":""multi_room_skin_8"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_multi_room_skin_8"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{},""IconPosition"":{""x"":-0.454,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_multi_room_skin_9,BluePrint,Blueprint,"{""BlueprintType"":1,""ItemName"":""multi_room_skin_9"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_multi_room_skin_9"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{},""IconPosition"":{""x"":-0.454,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_multi_room_skin_10,BluePrint,Blueprint,"{""BlueprintType"":1,""ItemName"":""multi_room_skin_10"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_multi_room_skin_10"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{},""IconPosition"":{""x"":-0.454,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_skill_Druid_1,BluePrint,Blueprint,"{""BlueprintType"":4,""ItemName"":""Character11_skill_1_name"",""ResearchMaterials"":[{""item"":""material_skill_Druid_1"",""num"":8}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":11,""SkinIndex"":0,""SkillIndex"":1,""AutoMerge"":false,""Name"":""blueprint_skill_Druid_1"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_8"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/ui/common.spriteatlasv2"",""sprite"":""druid_1"",""tex"":""Assets/RGTexture/ui/common/druid_1.png""},""IconPosition"":{""x"":-0.05,""y"":0.055,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_skill_Officer_2,BluePrint,Blueprint,"{""BlueprintType"":4,""ItemName"":""Character15_skill_2_name"",""ResearchMaterials"":[{""item"":""material_skill_Officer_2"",""num"":8}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":15,""SkinIndex"":0,""SkillIndex"":2,""AutoMerge"":false,""Name"":""blueprint_skill_Officer_2"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_8"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/ui/common.spriteatlasv2"",""sprite"":""officer_2"",""tex"":""Assets/RGTexture/ui/common/officer_2.png""},""IconPosition"":{""x"":-0.045,""y"":0.027,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_skill_Paladin_2,BluePrint,Blueprint,"{""BlueprintType"":4,""ItemName"":""Character7_skill_2_name"",""ResearchMaterials"":[{""item"":""material_skill_Paladin_2"",""num"":8}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":7,""SkinIndex"":0,""SkillIndex"":2,""AutoMerge"":false,""Name"":""blueprint_skill_Paladin_2"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_8"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/ui/common.spriteatlasv2"",""sprite"":""paladin_2"",""tex"":""Assets/RGTexture/ui/common/paladin_2.png""},""IconPosition"":{""x"":-0.1,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_skill_Priest_1,BluePrint,Blueprint,"{""BlueprintType"":4,""ItemName"":""Character10_skill_1_name"",""ResearchMaterials"":[{""item"":""material_skill_Priest_1"",""num"":8}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":10,""SkinIndex"":0,""SkillIndex"":1,""AutoMerge"":false,""Name"":""blueprint_skill_Priest_1"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_8"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/ui/common.spriteatlasv2"",""sprite"":""priest_1"",""tex"":""Assets/RGTexture/ui/common/priest_1.png""},""IconPosition"":{""x"":-0.1,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_skill_Viking_2,BluePrint,Blueprint,"{""BlueprintType"":4,""ItemName"":""Character13_skill_2_name"",""ResearchMaterials"":[{""item"":""material_skill_Viking_2"",""num"":8}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":13,""SkinIndex"":0,""SkillIndex"":2,""AutoMerge"":false,""Name"":""blueprint_skill_Viking_2"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_8"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/ui/common.spriteatlasv2"",""sprite"":""viking_2"",""tex"":""Assets/RGTexture/ui/common/viking_2.png""},""IconPosition"":{""x"":-0.1,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_skill_Warlock_1,BluePrint,Blueprint,"{""BlueprintType"":4,""ItemName"":""Character23_skill_1_name"",""ResearchMaterials"":[{""item"":""material_skill_Warlock_1"",""num"":8}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":false,""IsFromMechFragment"":false,""Hero"":23,""SkinIndex"":0,""SkillIndex"":1,""AutoMerge"":false,""Name"":""blueprint_skill_Warlock_1"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_8"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/ui/common.spriteatlasv2"",""sprite"":""warlock_skill_1_icon"",""tex"":""Assets/RGTexture/ui/common/warlock_skill_1_icon.png""},""IconPosition"":{""x"":-0.06,""y"":0.06,""z"":0.0},""IconScale"":0.9,""IconRotation"":0.0}"
blueprint_skin_alchemist_14,BluePrint,Blueprint,"{""BlueprintType"":5,""ItemName"":""Character4_name_skin14"",""ResearchMaterials"":[{""item"":""material_skin_fragment_c4_s14"",""num"":8}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":4,""SkinIndex"":14,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_skin_alchemist_14"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_c4_s14_0"",""tex"":""Assets/RGTexture/items/objects_pickable_c4_s14.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_skin_alchemist_8,BluePrint,Blueprint,"{""BlueprintType"":5,""ItemName"":""Character4_name_skin8"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1000},{""item"":""material_skin_fragment_law"",""num"":8}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":4,""SkinIndex"":8,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_skin_alchemist_8"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_75"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_skin_elves_9,BluePrint,Blueprint,"{""BlueprintType"":5,""ItemName"":""Character8_name_skin9"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1000},{""item"":""material_skin_fragment_flag"",""num"":8}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":8,""SkinIndex"":9,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_skin_elves_9"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_74"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_skin_knight_20,BluePrint,Blueprint,"{""BlueprintType"":5,""ItemName"":""Character0_name_skin20"",""ResearchMaterials"":[{""item"":""material_skin_fragment_c0_s20"",""num"":8}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":20,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_skin_knight_20"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_c0_s20_0"",""tex"":""Assets/RGTexture/items/objects_pickable_c0_s20.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_skin_ranger_12,BluePrint,Blueprint,"{""BlueprintType"":5,""ItemName"":""Character2_name_skin12"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":500},{""item"":""material_magic_green"",""num"":2},{""item"":""material_skin_fragment_boss30"",""num"":1}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":1,""SkinIndex"":12,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_skin_ranger_12"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_90"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_skin_ranger_6,BluePrint,Blueprint,"{""BlueprintType"":5,""ItemName"":""Character11_skill_1_name"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1000},{""item"":""material_skin_fragment_shop"",""num"":8}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":1,""SkinIndex"":6,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_skin_ranger_6"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_52"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_skin_robot_12,BluePrint,Blueprint,"{""BlueprintType"":5,""ItemName"":""Character12_name_skin12"",""ResearchMaterials"":[{""item"":""material_skin_fragment_c12_s12"",""num"":8}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":12,""SkinIndex"":12,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_skin_robot_12"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_91"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_skin_taoist_6,BluePrint,Blueprint,"{""BlueprintType"":5,""ItemName"":""Character16_name_skin6"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1000},{""item"":""material_skin_fragment_c16_s6"",""num"":8}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":16,""SkinIndex"":6,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_skin_taoist_6"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_78"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_skin_viking_19,BluePrint,Blueprint,"{""BlueprintType"":5,""ItemName"":""Character13_name_skin19"",""ResearchMaterials"":[{""item"":""material_skin_fragment_c13_s19"",""num"":8}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":13,""SkinIndex"":19,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_skin_viking_19"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_c13_s19_0"",""tex"":""Assets/RGTexture/items/objects_pickable_c13_s19.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_skin_paladin_7,BluePrint,Blueprint,"{""BlueprintType"":5,""ItemName"":""Character7_name_skin7"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1000},{""item"":""material_skin_fragment_boss01"",""num"":8}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":7,""SkinIndex"":7,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_skin_paladin_7"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_44"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_skin_paladin_12,BluePrint,Blueprint,"{""BlueprintType"":5,""ItemName"":""Character7_name_skin12"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1000},{""item"":""material_skin_fragment_c7_s12"",""num"":8}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":7,""SkinIndex"":12,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_skin_paladin_12"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_80"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_skin_viking_4,BluePrint,Blueprint,"{""BlueprintType"":5,""ItemName"":""Character13_name_skin4"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1000},{""item"":""material_skin_fragment_boss16"",""num"":8}],""NotRequiredInResearch"":true,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":13,""SkinIndex"":4,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_skin_viking_4"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_43"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
